datedim,ims_id,id_parent,id_path,tree_depth,tree,part_number,serial_number,location_name,original_ip_owner,current_ip_owner,operational_nomenclature,russian_name,english_name,barcode,quantity,width,height,length,diameter,calculated_volume,stwg_ovrrd_vol,children_volume,stwg_ovrrd_chldrn_vol,ovrrd_notes,volume_notes,expire_date,launch,type,hazard,state,status,is_container,is_moveable,system,subsystem,action_date,move_date,fill_status,category_id,category_name
9/2/2023 6:45,496249,496190,/0/493860/493869/493879/493880/496190/496249/,6,Storage Location,SEG48102042-901,U6810,CYG19F4_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXU6810J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496070,496054,/0/493860/493882/493886/493887/496054/496070/,6,Storage Location,SEG48102042-901,Z1024,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXZ1024J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496071,496054,/0/493860/493882/493886/493887/496054/496071/,6,Storage Location,SEG48102042-901,D2516,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXD2516J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496072,496054,/0/493860/493882/493886/493887/496054/496072/,6,Storage Location,SEG48102042-901,Z1012,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXZ1012J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496073,496054,/0/493860/493882/493886/493887/496054/496073/,6,Storage Location,SEG48102042-901,Z1014,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXZ1014J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496074,496054,/0/493860/493882/493886/493887/496054/496074/,6,Storage Location,SEG48102042-901,D2522,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXD2522J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496075,496054,/0/493860/493882/493886/493887/496054/496075/,6,Storage Location,SEG48102042-901,Z0988,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXZ0988J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496076,496054,/0/493860/493882/493886/493887/496054/496076/,6,Storage Location,SEG48102042-901,J0736,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0736J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496077,496054,/0/493860/493882/493886/493887/496054/496077/,6,Storage Location,SEG48102042-901,D2512,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXD2512J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
9/2/2023 6:45,496078,496054,/0/493860/493882/493886/493887/496054/496078/,6,Storage Location,SEG48102042-901,J0738,CYG19A2_1,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0738J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,CYG19,Item,,Functional,Stowed,1,1,Food Supply,,8/4/2023 18:43,8/3/2023 22:08,,6,Food-US
