datedim,ims_id,id_parent,id_path,tree_depth,tree,part_number,serial_number,location_name,original_ip_owner,current_ip_owner,operational_nomenclature,russian_name,english_name,barcode,quantity,width,height,length,diameter,calculated_volume,stwg_ovrrd_vol,children_volume,stwg_ovrrd_chldrn_vol,ovrrd_notes,volume_notes,expire_date,launch,type,hazard,state,status,is_container,is_moveable,system,subsystem,action_date,move_date,fill_status,category_id,category_name
6/27/2022 9:01,448202,449793,/0/215428/215452/215454/215578/449793/448202/,6,Storage Location,SEG48102042-901,M0704,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXM0704J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,5/7/2022 17:37,5/7/2022 17:37,,6,Food
6/27/2022 9:01,448203,449793,/0/215428/215452/215454/215578/449793/448203/,6,Storage Location,SEG48102042-901,M0702,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXM0702J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,5/7/2022 17:37,5/7/2022 17:37,,6,Food
6/27/2022 9:01,447476,450368,/0/215428/215452/215454/215578/450368/447476/,6,Storage Location,SEG48102042-901,J0670,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0670J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447481,450368,/0/215428/215452/215454/215578/450368/447481/,6,Storage Location,SEG48102042-901,J0660,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0660J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447482,450368,/0/215428/215452/215454/215578/450368/447482/,6,Storage Location,SEG48102042-901,J0642,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0642J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447483,450368,/0/215428/215452/215454/215578/450368/447483/,6,Storage Location,SEG48102042-901,J0674,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0674J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447486,450368,/0/215428/215452/215454/215578/450368/447486/,6,Storage Location,SEG48102042-901,J0658,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0658J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447487,450368,/0/215428/215452/215454/215578/450368/447487/,6,Storage Location,SEG48102042-901,J0666,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0666J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447488,450368,/0/215428/215452/215454/215578/450368/447488/,6,Storage Location,SEG48102042-901,J0662,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0662J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
6/27/2022 9:01,447489,450368,/0/215428/215452/215454/215578/450368/447489/,6,Storage Location,SEG48102042-901,J0664,PMM1S1_Rack Bay,NASA,NASA,Food BOB,Внешний мешок для хранения пищевых контейнеров,BULK OVERWRAP BAG,FEXJ0664J,1,304.8,123.83,377.83,,0.2698,,,,Rectangular Prism, Assume volume = L*W*H,,,Item,,Functional,Stowed,1,1,Food Supply,,4/3/2022 21:27,4/3/2022 21:27,,6,Food
